texto,classificacao
"Muito obrigado, Pastor. Mas pode filmar. Quem tem a que temer é você. Eu estou do lado da verdade, com base na lei, defendendo a justiça. Pode filmar e postar nas suas redes, se tiver coragem. Sr. Presidente, dando continuidade aqui, já que o Coronel não trouxe nenhuma resposta satisfatória, e eu lamento muito, eu vou repetir aqui frases das suas mensagens no WhatsApp. ""Cidão..."" - olha o grau de intimidade - ""Cidão, pelo amor de Deus, cara! Ele dê a ordem, que o povo está com ele. Acaba o Exército Brasileiro se esses cara não cumprirem a ordem do comandante supremo"". Eu não consigo entender. Eu acredito que o Exército Brasileiro busca a paz. V. Sa., o senhor, fala que acaba o Exército Brasileiro... O Exército não quer paz? O Exército Brasileiro... A sua interpretação é de que o Exército Brasileiro não quer paz?",1
E por que essa mensagem? Por que essa decepção?,1
Qualquer ordem?,1
Até mesmo uma ordem de golpe de Estado?,1
O senhor acabou de falar: qualquer ordem.,1
"Eu acho que o senhor tem que se organizar melhor, porque, tanto no WhatsApp como agora, o senhor parece tergiversar sobre o que pensa. Está muito clara para mim a intenção. Não tente me convencer do contrário, sob pena de caracterizar o crime de falso testemunho. Outro texto da sua mensagem: ""Convença o 01 a salvar este país"". O Cid responde: ""Estamos na luta"". Salvar o seu país é no intuito de paz?",1
"E, como seu Presidente foi pra Disney, não trouxe a paz?",1
"Não; poder emitir opinião, pode, não pode é mentir.",1
"Não, não estou perguntando se ele foi pra Disney. Eu estou afirmando. Quando ele foi pra Disney, quando ele foi pra fora do país... Sr. Presidente, novamente, o senhor está vendo...",1
O tempo de V. Exa. se encerrou. Passo a palavra ao Deputado Rogério Correia.,0
"Sr. Presidente, só para concluir! (Intervenções fora do microfone.)",1
Eu quero...,1
"Eu vou manter a regra. Eu lhe dei três minutos e meio. Fui contando. Agora, o Deputado Rogério Correia.",0
"Obrigado. Senhor depoente Jean Lawand Junior, ""convence o Presidente a salvar o país"" - seu pedido. E o Presidente não foi convencido a salvar o país? É isso? O senhor disse agora mesmo: ""O Presidente não deu ordem para apaziguar o país"". O senhor está denunciando o Presidente Bolsonaro na sua mentira. O senhor disse que o Presidente não deu ordem... Isso está aí! Depois, nós vamos ouvir, está nas notas taquigráficas. O senhor disse: ""O Presidente não deu ordem para apaziguar o país"". E o senhor insistindo pro Presidente apaziguar o país, e ele não quis apaziguar o país. Isso são as palavras que o senhor disse aqui o tempo inteiro. É isso mesmo?",1
Certo.,1
E o Presidente não deu a ordem?,1
"Não, o senhor disse: ""infelizmente"". Está aqui no final...",1
Não deu a ordem?,1
"Então, o Presidente... Olhem o que ele está dizendo - ó os bolsonaristas aí, ó! Hoje à noite, tem lá... O julgamento do Bolsonaro começa hoje. Ele estará sendo julgado por atentado contra a democracia. O senhor sabe disso, porque o senhor lê jornal. E o senhor, aqui, afirmando que o Presidente não deu ordem para apaziguar o país. Então, fica registrado que isso é o que disse aqui o Sr. Coronel Jean Lawand Junior. O Sr. Lawand Junior não é qualquer coronel, embora coronel já seja algo que nós devemos todos, no Brasil, ter como de alto posto, mas o senhor é Coronel de Artilharia do Exército, ex-Subchefe do Estado-Maior do Exército - ex-Subchefe do Estado-Maior do Exército. E o senhor disse que o Presidente não deu ordem para apaziguar o país, que é o que o senhor queria. Então, pessoal, uma de duas coisas: ou o senhor realmente está querendo culpar o Presidente pelo que aconteceu depois... E aí veio o dia 12, veio o dia 8, veio o atentado no dia 24, em que queriam estourar um caminhão com querosene pra botar fogo em Brasília, no aeroporto - nós já ouvimos aqui o terrorista... Tudo isso aconteceu, porque o Presidente não deu ordem para apaziguar o país. O senhor ainda disse que eles continuaram na frente do Exército, porque o Presidente não deu ordem para eles saírem do Exército e apaziguar o país. Isso é a denúncia que o senhor está fazendo do Presidente Jair Bolsonaro. Isso é o que a gente vai tirar do depoimento do senhor até agora. O senhor está vendo que o peixe morre pela boca? O senhor já ouviu esse ditado? Que a mentira tem perna curta o senhor já ouviu? O senhor vai continuar mentindo e culpar o Presidente Bolsonaro? O senhor está mentindo! E eu vou provar que o senhor está mentindo. O senhor é um mentiroso, Coronel! O senhor não está tergiversando, não; o senhor está mentindo!",1
Me permita dizer...,1
E eu vou mostrar por quê...,1
O senhor disse...,1
"Presidente, primeiro, repor meu tempo. Eu não vou responder a V. Exa. por respeito e pra não perder meu tempo, mas isso não é coisa que se faça, não. Eu pediria que o senhor colocasse pelo menos sete minutos...",1
"Pois bem. Então, eu dizia que o senhor falta com a verdade e vou provar que o senhor falta com a verdade. Olha o que o senhor disse para o Mauro Cid: ""Meu irmão, me dá um telefone. Depois eu te ligo, fora do trabalho, sem esse... Fundef tá grampeado, me dá um fixo"". O senhor insiste pra ele que pode está grampeado, mas está grampeado pra que, se o senhor vai dizer que era pra apaziguar o país? Pra que que precisa ter cuidado com isso? Não tem lógica. Se é pra apaziguar o país, pra que querer falar em outro telefone? Não é verdade o que o senhor está dizendo. Depois... Quantas vezes o senhor falou em apaziguar no texto? O senhor disse que não falou ""golpe"". ""Golpe"", a Relatora mostrou que o senhor falou pelo menos uma vez em golpe. O resto é tudo conteúdo do golpe. Bem porque o senhor sabe que, no telefone do Mauro Cid, depois, tinha uma garantia de lei e de ordem, um anteprojeto de garantia de lei e de ordem? O senhor acha que isso era o quê? Que ali estava se falando em apaziguar? Sinceramente, Presidente, ele não fala a verdade. Eu tenho que dizer isso. Eu não estou ofendendo, eu estou afirmando que ele não fala a verdade, porque se ele fala mentira...  Não sou eu que falo isso não. Olha aqui: ""[...] [Polícia Federal] diz que mensagem em celulares de aliados de Bolsonaro evidenciam um plano de golpe e prisão de Moraes"". Isso no dele, mais no Major Ailton e no Coronel Elcio. Todos três falaram de golpe de Estado lá, insinuaram o golpe de Estado. Por isso ele não está aqui dizendo a verdade. Se ele estivesse a verdade, ele estaria dizendo que o Presidente não deu ordem pra apaziguar o país, que é a tese dele; que o Presidente Bolsonaro, ao fim e ao cabo, não deu ordem pra apaziguar o país. Mas a ordem que o Presidente não deu foi a ordem para fazer o golpe. Essa ordem ele não deu aqui, embora ele tenha dito que não o fez não porque fosse um democrata, mas porque ele não confiava no Comando das Forças Armadas, segundo o Mauro Cid disse. Então, o Presidente não deu a ordem para dar o golpe, porque ele que ele não confiava naqueles que eram os chefes nas Forças Armadas; por isso ele não deu a ordem pro golpe. Mas que o senhor diz: ""Fale com ele pra manter o rumo, pra ele não se acovardar"". Não é palavra que o senhor fala, não é ""acovardar"", mas o senhor diz: ""Vai. Pede pra ele ir em frente, não mudar"". ""Não mudar"" não podia ser pra apaziguar; só podia ser pro golpe. Por isso que eu falo que o senhor mente, e mente escandalosamente; óleo de peroba seria pouco pras mentiras que ele está falando aqui na Comissão.",1
"Aí, Presidente, de novo!",0
"E eu não dou aparte pra esse sujeito aí não. Outra coisa. O senhor ainda tem coisas estranhas a explicar. A garantia da lei e da ordem que estava lá no telefone do Cid, do Mauro Cid, tratava dos mesmos assuntos que os outros estavam tratando. Então, eu pergunto ao senhor: o senhor disse que do Comando pra baixo todo o Exército Brasileiro, as Forças Armadas estavam com o Presidente. Estavam com o Presidente pra fazer o quê?",1
E o Presidente não o fez.,1
"Mas o senhor falou ""infelizmente""...",1
Está bom.,1
"Se o senhor vai continuar afirmando que o Presidente não quis apaziguar o país, conste aí uma denúncia que o senhor está fazendo ao Presidente de que ele não quis apaziguar o país. Mas o senhor disse: ""Cidão, pelo amor de Deus, cara. Ele dê a ordem, que o povo está com ele, cara. Se os caras não cumprirem, o problema é deles. Acaba o Exército Brasileiro se esses caras não cumprirem a ordem do comandante supremo. Como é que eu vou aceitar uma ordem de um general, que não recebeu, que não aceitou a ordem do comandante. Pelo amor de Deus, Cidão. Pelo amor de Deus, faz alguma coisa [...]. Convence ele a fazer. Ele não pode recuar agora. Ele não tem nada a perder. Ele vai ser preso. O Presidente vai ser preso. E pior, na Papuda [...]. Na Papuda, porque até isso aquele filho da puta quer tirar dos caras"". O senhor escreveu isso. Isso aqui ele escreveu, Presidente, está aqui, ó: ""Na Papuda, porque até isso aquele filho da puta quer tirar dos caras"". Quem é o filho da puta que o senhor escreveu? (Intervenções fora do microfone.)",1
Ele não precisa reproduzir...,0
Quem é o filho da puta a que o senhor se referiu?,1
"Peço mais um minuto, Presidente. (Intervenção fora do microfone.)",1
"Pois não. Então, quem era o filho da puta a que o senhor se referiu?",1
Está bom.,1
"Sabe o que eles vão entender aqui? O que eu entendi. Que o senhor está falando isso do Alexandre de Moraes. O senhor vê como é que a enrascada em que o senhor está. O senhor está se referindo aqui ao Alexandre de Moraes, Ministro do Supremo. Aliás, o senhor não é o primeiro a chamar o Ministro desses nomes, não é? Eu li ontem uma frase do próprio Jair Bolsonaro em que ele se referiu ao Ministro Barroso nos mesmos termos. Então, parece que um ensina o outro. O senhor aprende com o seu mito, o Presidente Jair Bolsonaro. E aqui, então, o senhor fala exatamente do Alexandre de Moraes. O seu caso ainda vai acabar no Supremo, porque, junto com o Alexandre de Moraes, vai estar o caso do senhor, porque o senhor incentivava golpes. Aqui está claro. Mas o senhor continua: ""Então ferrou"", quando o Mauro Cid diz: ""Mas o Pr não pode dar uma ordem"". Segundo o senhor, uma ordem para apaziguar o país. Aí o senhor fala: ""Então ferrou"". Uai, se o Presidente não vai dar uma ordem, então ferrou, porque o país vai entrar em guerra? - o senhor estava achando. ""Vai ter que ser pelo povo mesmo"". Então, o povo tinha que continuar, para poder apaziguar o país nas ruas, mas o senhor sabe que aquele povo não veio apaziguar, não? Ontem veio um coronel aqui que estava com as pernas todas machucadas, porque esse povo que estava no Exército jogou rojão nele. O senhor sabia? O senhor sabia, leu pelos jornais que esse povo estava lá era para fazer quebradeira aqui? O senhor soube das quebradeiras, não soube? Então, veja bem: esse povo não estava nas ruas - para você ver como é que o senhor mente - para apaziguar nada. Esse povo está sendo preso agora. Ontem foi mais um condenado, aquele que quebrou o relógio e que estava com a camisa do Bolsonaro, passou na televisão toda, ele estava com a camisa do Bolsonaro quebrando o relógio de D. João VI. E tinha um outro também que estava com a toga do ministro - com a toga do ministro! -, andando para lá e para cá, e que também entrou agora, vai ser também julgado, é réu. Com certeza não eram infiltrados, estavam com a camisa do Bolsonaro. Eles vieram para fazer isso aqui, Sr. Jean Lawand Junior. (Soa a campainha.)",1
"Então, esse povo não era um povo que queria apaziguar, não. Ou o senhor está mentindo e precisa de óleo de peroba, ou não sei o que o senhor está fazendo aqui.       11:00   R   Olha, sinceramente, eu não sou Presidente, não posso te dar ordem de prisão, mas, se coubesse a mim, o senhor não sairia daqui solto depois dessa mentira, não. Sabe por quê? O povo brasileiro não é palhaço para escutar o senhor - e me desculpem os palhaços, viu? O povo brasileiro não é trouxa, para o senhor ficar aqui insinuando uma mentira dessa e, na mentira que o senhor insinua, o senhor prefere dizer que o Presidente Jair Bolsonaro não queria apaziguar o país, logo ele, em que o senhor votou, a quem o senhor chama de mito, o senhor tinha toda essa paixão por ele. O senhor é um covarde também, porque o senhor prefere culpar o Bolsonaro aqui do que dizer a verdade, que o senhor queria incentivá-lo - que houvesse um golpe de Estado no Brasil. O senhor deveria sair daqui preso, na minha opinião. Muito obrigado.",1
"Respeito a posição de V. Exa. Embora discorde, respeito.",1
Sr. Jean...,1
"Seria muito importante o senhor ler, para a gente, qual foi a decisão da Ministra.",1
Mas ele pode ficar calado. Ele pode não produzir prova.,1
"Mas, como testemunha, ele não pode mentir.",1
"Ele pode se omitir, mas não mentir.",1
"Veja, pela regra, ele pode se omitir - omitir -, ficar calado. Mas não pode mentir, ele não tem o direito de mentir para não produzir provas contra si. Ele não tem essa prerrogativa, porque ele está aqui na condição de testemunha. É só uma questão de ordem, para ficar claro para todos.",1
"Pois é, Presidente, eu ia, exatamente, dizer isto ao Sr. Jean Lawand, que ele pode, inclusive, se omitir, mas ele não pode mentir. Por toda a abertura que ele fez, da carreira dele, obviamente ele é uma pessoa inteligente. Ele não pode nos tratar como idiotas ou como pessoas que não têm inteligência. E, da forma como o senhor está se comportando aqui, o senhor está nos tratando como se nós não fôssemos pessoas inteligentes. Isso não é correto, isto aqui é uma Comissão Parlamentar Mista de Inquérito do Parlamento brasileiro, a instituição mais democrática deste país. E nós não podemos engolir a sua versão, a versão que está sendo posta aqui. O senhor era Subchefe do Estado-Maior do Exército, e, portanto, não era uma pessoa secundária na corporação, nessa instituição, que nós respeitamos, a instituição das Forças Armadas brasileiras.       11:04   R   E o senhor diz o tempo todo que fez mensagem no calor da emoção. Esse calor da emoção durou de 30 de novembro a 21 de dezembro. Haja emoção, não é? Mensagens escritas durante 21 dias e, às vezes, com mensagens... sete, oito mensagens a cada 15 minutos, como nós vimos; sete mensagens apagadas no intervalo de 15 minutos. E o senhor conspirou um golpe de Estado no Brasil. O senhor conspirou. Basta seguir sequencialmente as mensagens que o senhor encaminhou pro Sr. Mauro Cid, o Tenente-Coronel Mauro Cid. Isso é uma clara conspiração de um golpe de Estado, uma insistência pra que um golpe de Estado fosse dado no Brasil. Não precisa... Basta ter um mínimo de inteligência pra perceber o que o senhor tentou fazer. O senhor pode não ter tido força pra isso, mas tentou, porque as mensagens são claras. E a primeira pergunta que eu faço é da sua última, quase última ou penúltima mensagem. Quando o senhor diz ""não vai sair nada [...] entregamos o país aos bandidos"", quem são os bandidos, Sr. Jean Lawand?",1
Deputada.,1
"Ah, os bandidos eram o povo?",1
"Então quem era o bandido? ""Entregamos o país aos bandidos"".",1
"Tinha acabado de ter eleição, doutor.",1
"O senhor já respondeu. O senhor já respondeu. O Sr. Mauro Cid tinha, na sua ação e no seu celular - nós todos aqui sabemos -, um preâmbulo de um ato institucional. Ele, baseado na tese do Sr. Ives Grandra - que não era o Francisco Campos, do Ato Institucional nº 1 -, tentou fazer um mix entre os Atos Institucionais nº 1 e o nº 2, porque ia de um golpe de Estado tentando destituir o Presidente eleito até a intervenção no Judiciário, inclusive com a retirada dos Ministros do TSE, com um passo a passo de destituição, ou seja, era um estado de sítio, uma GLO, intervenção no Judiciário. Presidente, era um mix do Ato Institucional nº 1 com o Ato Institucional nº 2. E isso aqui estava num passo a passo claro de um golpe de Estado. Isso só não aconteceu porque, segundo o próprio Mauro Cid, Bolsonaro não tinha apoio no Alto-Comando do Exército, mas também não tinha apoio internacional. A própria matéria do Financial Times mostra que o Exército americano disse que romperia os acordos de cooperação com o Exército brasileiro. Então, houve uma não sustentação do golpe do Sr. Jair Bolsonaro. E o senhor numa mensagem diz assim: ""Diga pra ele não recuar agora"". Não recuar significa que avançou. Qual era a ação direta do Sr. Jair Bolsonaro até aquele momento? O senhor sabe dizer?       11:08   R",1
"Se o senhor diz: ""Diga para não recuar agora"". Não recuar significa que alguém avançou. Avançou até onde?",1
"O senhor não sabe dizer nem a mensagem que o senhor enviou, o significado dela.",1
"Ah, para apaziguar. O senhor encontrou com o General Édson Skora Rosty, General de Divisão, Subcomandante de Operações Terrestres do Exército Brasileiro. O senhor disse que teve uma longa conversa com ele. Qual foi a conversa que o senhor teve com ele? E disse que foi boa.",1
"Não, o senhor disse que o General Édson Skora Rosty aguardava uma ordem do ex-Presidente, candidato derrotado nas urnas, que uma ação deliberada do Exército seria vista como golpe. Mas o senhor disse que teve uma longa conversa com ele, que a conversa foi boa.",1
O senhor não sabe o conteúdo dessa conversa?,1
"E quando o senhor afirma que ""dá divisão para baixo, o pessoal está com o Bolsonaro"". Qual é a informação que o senhor tem sobre isso?",1
"Ah, uma suposição.",1
"Tá. O senhor, pelo que tudo diz, apoiava Bolsonaro, que é uma pessoa apoiadora da ditadura, da tortura, do desaparecimento de presos políticos. O senhor também se perfila nessa posição de tortura, de desaparecimento de presos políticos, dos métodos da ditadura militar? O senhor também apoia esses instrumentos?",1
"A legalidade sempre. Quando o senhor diz: ""Então, ferrou, vai ter que ser pelo povo"". O senhor sabe que esse ""vai ter que ser pelo povo""... O senhor sabe que, logo depois que o senhor diz isso, ocorre o 12, na diplomação do Presidente Lula, ocorre o 24, que foi a quase explosão de uma bomba no aeroporto de Brasília, e ocorre o 8 de janeiro. O ""vai ser pelo povo"" era isso aí, era a tentativa de criar o caos social para que fosse provocada uma garantia da lei e da ordem. Isso significava que ""pelo povo"" era o caos social, que era, na verdade, a tese, a tese que foi gerada para que se provocasse uma possibilidade de golpe, a partir de uma garantia da lei e da ordem pelas Forças Armadas. O senhor acha que esse ""vai ter que ser pelo povo"" era por esses métodos que foram feitos no dia 12, com tudo o que aconteceu, no 24 e no 8 de janeiro?",1
"Coronel, o senhor não acha que a sua versão é completamente incompatível com as suas mensagens?       11:12   R   O senhor não acha que a sua versão aqui é uma coisa absolutamente delirante em relação a tudo que o senhor escreveu nas mensagens com o Mauro Cid? O senhor não acha que isso não tem nada a ver com o que o senhor está falando aqui? O senhor acha que, realmente, nós não conseguimos raciocinar? Que esta Comissão aqui é feita de pessoas da 5ª série do ensino fundamental? Não é possível que o senhor continue negando dessa forma. O senhor, de fato, tem o direito de ficar calado, mas mentir não pode. Isso é um absurdo que o senhor está fazendo aqui. O senhor fez uma verdadeira conspiração, o senhor insistiu com o Mauro Cid. O Mauro Cid até disse: ""não vai dar"", ele não tem... (Soa a campainha.)",1
"... apoio do alto comando do Exército. Ele não teve esse apoio, senão teria dado o golpe. Bolsonaro tentou, não conseguiu, e ainda foi fujão - fugiu. Deixou todo mundo aqui ao bel-prazer. Aliás, ele, de fato, não ajudou a apaziguar, porque ele não deu uma palavra para que as pessoas não fizessem o que estavam fazendo. Ele ajudou o povo a ficar onde ficou, tentando a GLO, o chamado plano C, porque o plano A não funcionou, o plano B não funcionou e o C estava por aí, para tentar fazer acontecer o que ele tentou que acontecesse. Só que não deu certo, porque teve uma frente ampla de resposta, teve uma frente ampla, democrática, que evitou. Não teve apoio internacional para o golpe, teve apoio para a democracia, e teve um Governo Federal que agiu, decretou a intervenção e não permitiu. Então, foi por isso que não teve golpe, mas tentaram. E o Presidente Lula, inteligentemente, não chamou a GLO, porque ele sabia o que estava fazendo, porque é um estadista experiente. Obrigada, Presidente.",1
"Bom dia a todos e a todas, aos Senadores, aos Deputados e às Deputadas. Primeiro, Presidente, eu vejo aqui que o Coronel Jean Lawand tem uma excelente formação. Ele, como disse a Senadora, a Deputada Jandira Feghali, é uma pessoa muito inteligente e capaz de construir narrativas e distorcer ou tentar, de alguma forma, dar outro sentido ao que está escrito. Mas não é possível mudar o sentido do que está escrito diante do contexto. Existe um contexto todo que ocorreu ao longo desses quatro anos, desde estimular e de homenagear torturadores, comemorar o dia 31 de março como o dia da revolução, comemorar golpe militar, negar a existência de um golpe militar... Tudo isso aconteceu ao longo de quatro anos, e nós vimos - eu vou repetir -, ao longo desses quatro anos, foram várias tentativas de ataque e ataques às instituições. Houve ataque ao STF, houve uma tentativa não revelada de tentar invadir o STF pelo ex-Presidente, quando o STF proibiu a nomeação de um superintendente da Polícia Federal, quem estava aqui acompanhou a crise. Então, várias crises ocorreram e várias ameaças à democracia e ao Estado democrático de direito foram perpetradas pelo Governo. E eu fico pensando numa pessoa que viveu no Sudão, que esteve no Sudão, que sabe o que é uma guerrilha, sabe qual é o peso da destruição de um país desagregado... está aqui... Participar de um processo de organização de um golpe de Estado... Porque pelas suas falas - eu não vou repeti-las... As suas falas estão escritas, elas estão escritas, elas estão registradas. As suas falas cobram do Cid, chefe: o ajudante de ordem do Presidente, o homem que faz tudo do Presidente, desde carregar joias até falsificar cartão de vacina; o homem mais próximo do Presidente. O senhor, insistentemente, repetidamente... O senhor tentando que o Coronel... Eu não sei se é coronel ou se é General, o Cid.       11:16   R   (Intervenções fora do microfone.)",1
"Tenente-Coronel Cid - o tenente, muito obrigado... O Tenente-Coronel Cid convencesse o Presidente a dar a voz de comando ao Exército Brasileiro e ainda diz: ""Se ele der, e o Comando do Exército Brasileiro não der o golpe; das divisões para baixo, todos vão fazer. E se ele não fizer, já está feito, vai acontecer"". Então nós estamos diante de um Coronel do Exército que, está mais do que claro, participou. E mais: essas três manifestações de V. Sa. aqui comprovam cabalmente a organização de um golpe. Isso... Não precisa o senhor dizer que não, porque tinha, em todos os quartéis generais, pessoas amotinadas. Havia uma estrutura sendo financiada. Se quisesse apaziguar, era mandar aquelas pessoas irem embora, mas não essas pessoas. Inclusive no dia 8 de janeiro, o Villas Bôas, o General Villas Bôas se opôs a esvaziar aqui, a frente do quartel general, em Brasília. Se opôs. A filha do General Villas Bôas estava envolvida. A esposa do General Villas Bôas estava envolvida. Então não era algo que partia de um membro do Exército Brasileiro; não foi um, e o senhor era mais um. O senhor era o mais ativo, o senhor era o que mais queria, era o mais desesperado para convencer o Presidente da República a dar o golpe. O senhor devia botar a mão na cabeça porque o senhor viu o que é um país em guerrilha. O senhor queria que este país fosse submetido a uma guerrilha, porque antes disso o Exército Brasileiro não se posicionou. O senhor era Subcomandante do Estado-Maior e não se posicionou quando o Presidente tirou do Exército o controle de armas. Quando se tira do Exército o controle de armas, está-se colocando à disposição da sociedade, armando a sociedade para, num golpe, ter quem sustente de forma armada. E o senhor vem aqui construindo narrativas sobre algo que está escrito. Veja, aqui não tem ninguém que não consiga saber discernir. Todo mundo aqui tem discernimento. A sociedade tem discernimento.       11:20   R   Olhe, isto são óculos, não adianta dizer que isso é outra coisa. Isto é uma caneta. Isto é uma caneta. Isto é um celular. Não adianta o senhor querer ""desfactualizar"" a realidade como se ela não tivesse existido! Isso é desrespeitar a sociedade brasileira, o povo brasileiro, é achar que pode chegar aqui e construir uma narrativa doce, meiga, de alguém que não participou ativamente. O senhor vociferou, o senhor pediu por Deus para que o Tenente-Coronel Cid o atendesse. O senhor pediu por Jesus para que o Tenente-Coronel Cid convencesse o Presidente da República a dar a ordem do golpe. Ele não deu ordem do golpe, mas ele tramou o golpe junto com o senhor! Junto com o Cid, junto com o Villas Bôas, junto com o Heleno, junto com vários, vários que envergonham essa instituição chamada Exército Brasileiro, Forças Armadas do Brasil. Vocês envergonham as Forças Armadas brasileiras. Vocês são o lixo, o lixo das Forças Armadas brasileiras, porque deveriam estar subordinados ao interesse da democracia e do Estado democrático de direito! Vocês urdiram um golpe. E quando o Presidente não deu a ordem, vocês orquestraram... (Soa a campainha.)",1
"... o 8 de janeiro para criar o caos. E vocês defenderam uma tese que não existe na Constituição, do Exército como um poder moderador. Ele nunca foi poder moderador. O Brasil não tem mais poder moderador. Existem três Poderes que se equilibram. Portanto, o que eu quero deixar bem claro: vocês produziram a instabilidade durante quatro anos, vocês planejaram um golpe, vocês são o lixo que destrói a imagem dessa instituição Exército e Forças Armadas do Brasil. É preciso que a justiça faça uma limpeza, exclua todas as laranjas podres que tentaram um golpe contra o Brasil e contra a democracia, e contra os brasileiros e contra as brasileiras, porque morreria gente inocente, brasileiros e brasileiras, pelas mãos de vocês, que deveriam defender o povo brasileiro e não ir contra o povo brasileiro. Veja o que fez...",1
"Concluindo. Veja o que fez o general dos Estados Unidos quando o Trump tentou dar o golpe. Sabe o que ele respondeu? ""Nós não vamos ser contra e não vamos agir contra o nosso povo. Nós estamos aqui para defender o nosso povo, os americanos."" Vocês se colocaram contra os brasileiros. É por isso que V. Sa. merece estar onde está, na berlinda...",1
"Esperei o tempo todo seu, mas já acabou e estava dando sono.",0
É problema seu!,1
