fala,situacao
"Não, eu disse que respeito a decisão da mesa...",1
"Irrepetibilidade de requerimentos é matéria constitucional, no meu entendimento. Eu vou recorrer.",1
O recurso não é a V. Exa. Eu estou apenas comunicando...,1
É o STF.,0
"Sr. Presidente, o art. 10-A do nosso Regimento Comum diz que: Art. 10-A. O número de membros das comissões mistas estabelecido neste Regimento, nas resoluções que o integram e no respectivo ato de criação é acrescido [peço a atenção de todos] de mais uma vaga na composição destinada a cada uma das Casas do Congresso Nacional, que será preenchida em rodízio, exclusivamente [entre vírgulas, para deixar bem claro] pelas bancadas minoritárias que não alcancem, no cálculo da proporcionalidade partidária, número suficiente para participarem das referidas comissões. E o art. 58 das Comissões da nossa Constituição da República Federativa do Brasil dispõe que ""O Congresso Nacional e suas Casas terão comissões permanentes e temporárias, constituídas na forma e com as atribuições previstas no respectivo regimento ou no ato de que resultar sua criação."" E o § 1º assegura que ""Na constituição das Mesas e de cada Comissão, [...] [haverá], tanto quanto possível, a representação proporcional dos partidos ou dos blocos parlamentares que participam da respectiva Casa."" Sr. Presidente, por que eu trago esse assunto outra vez aqui a esta egrégia Comissão e fiz questão de tratar dele já na primeira reunião, na de instalação desta Comissão Mista? Porque nós recorremos, como partido, ao Supremo Tribunal Federal, pedimos que reavaliasse a configuração desta Comissão, porque, repito, Sr. Presidente, faço questão de ler de novo apenas esse trecho do art. 10-A: ""a vaga preenchida em rodízio desta Comissão deve ser pelas bancadas minoritárias"".       18:40   R    E nesse caso, a vaga que era, por direito, destinada ao partido Novo, hoje está ocupada pelo Partido dos Trabalhadores que, como V. Exa. bem sabe e todo mundo sabe, não é bancada minoritária. Por que eu trago hoje essa questão de ordem a V. Exa.? Porque saiu uma decisão do Ministro Barroso, decisão liminar - fico contente aqui com a presença, aliás, sempre presente, do nosso Senador Eduardo Girão -, dizendo que é decisão interna corporis e que, portanto, apesar de nós estarmos buscando justiça no Supremo Tribunal Federal...",0
Eu quero contraditar..,1
Faz parte da maioria.,0
"Se não der para conhecer, pelo menos para conversar com ambos V. Exa. pode. E conto com seu diálogo nesse sentido.",0
Eu vou recorrer da decisão...,0
"Presidente, só para...",1
"... só para constar, pela formalidade.",0
"Só para constar, pela formalidade, recorrerei em virtude do mérito constitucional. Obrigado.",0
Quero contraditar.,0
"Presidente, eu só queria falar, porque fui em quem fiz a proposta.",1
O acordo era do que estava na pauta.,1
Era o que estava na pauta.,1
Mas ninguém está pedindo isso.,1
Eu quero só registrar...,1
... que a proposta que eu fiz...,1
Já está resolvido.,0
Eu quero apenas registrar que a proposta que eu fiz era juntar o que estava na pauta mais o extrapauta apresentado pela Senadora Eliziane e pelo Senador Randolfe. Esse foi o acordo. Não era para acrescentar outros...,1
"Sim, claro.",1
Claro. Claro.,1
Sim.,1
"Nunca tive outro comportamento, Presidente.       18:52   R",1
"É recíproco, Presidente.",1
Eu peço a dispensa da leitura da ata.,0
Aprovada.,0
Não existe isso... (Intervenções fora do microfone.),1
"Questão de ordem, Sr. Presidente.",0
"Está tendo informação privilegiada do Ministério das Justiça e da Polícia Federal, de onde é?",0
"Não pode fazer isso, Sr. Presidente.",1
"Questão de ordem, Presidente.",0
"Sr. Presidente, desculpe-me. Eu estava lendo aqui...",1
"A fonte, Sr. Presidente!",0
"A fonte, Sr. Presidente!",0
Já está tumultuando.,1
Já está tumultuando.,1
Se os membros da CPI não têm o diálogo na mão... (Soa a campainha.),1
"Sr. Presidente, isso é questão de ordem, Presidente.",0
"Volte ao assunto, Eliziane.",1
Só a fonte! Só a fonte!,0
Ela não pode falar a fonte?,0
Tudo bem.,0
Isso é obstrução de CPI. Tem obstrução de justiça e tem obstrução de CPI.,1
Sra. Relatora...,1
"Só uma questão de ordem, Sr. Presidente. Não vou atrapalhar a Relatora...",1
Eu vou suspender por cinco minutos. O depoente pediu para ir ao banheiro.,0
"Senadora Eliziane, consultando V. Exa., ele me pediu para...",0
"Só um minutinho, um minutinho, um minutinho. Calma. Quando ele... (Intervenção fora do microfone.)",0
"Um minutinho. Quando ele me pediu cinco minutos, eu achei que, realmente, era para ir... para alguma necessidade fisiológica, mas ele disse que é para se dirigir à Relatora, e eu estou me dirigindo à Relatora para ver se eu concedo cinco minutos a ele.",0
"Peço à assessoria para oficializar essas quebras de sigilo oferecidas por ele, para que possa ter deliberação desta Comissão. Após a fala da Relatora, eu passo a palavra aos proponentes desse... (Intervenção fora do microfone.)",0
"Não, os cinco minutos eram para se dirigir à Senadora Eliziane. Eu passo aos autores do requerimento, e o primeiro inscrito é o Deputado Rafael Brito.",0
"Encerrado o tempo do Deputado Rafael, passo a palavra ao Deputado Duarte.",0
"Coronel Jean... Coronel Jean, quero lembrar aqui ao senhor que o Brasil todo está vendo o seu depoimento e que, na sua fala para a Senadora Eliziane, o senhor apresenta aqui quatro possibilidades, e eu quero que o senhor deixe muito claro qual dessas é a possibilidade que de fato ocorreu. O senhor está sob juramento e, se faltar com a verdade, o senhor pode ser o primeiro a receber voz de prisão nesta CPMI. Por isso que eu destaco a importância de falar a verdade e não se contradizer, porque foi essa contradição que eu percebi em seu depoimento para a Senadora Eliziane, contradição também que houve na revista Veja, que afirmou que, no seu diálogo com o Mauro Cid, que afirmou conhecer, não tinha nenhum indício de golpe, de tentativa de atentar contra a democracia, mas nós percebemos que, sim, há - não de forma subjetiva, mas de forma objetiva. Ou o Alto-Comando do Exército era omisso contra as manifestações e não impediu o golpe; ou o Alto-Comando estava com os manifestantes no golpe; ou da divisão para baixo, como bem disse o senhor, ia ter que resolver - isso significa que seus colegas estavam apoiando o golpe -; ou o senhor vai desdizer tudo, absolutamente tudo o que combinou com o Mauro Cid e vai se acovardar, como toda a cúpula organizadora do golpe, que tem feito e vai colocar a culpa toda nos manifestantes, nas pessoas que estavam acampadas? Qual dessas quatro alternativas é que de fato aconteceu?       10:36   R",1
"Se a tentativa era de apaziguar, de pregar a paz, por que falar em códigos? Por que enviar e apagar mensagens? Porque quem prega a paz, quem busca a paz... Eu não vejo, por exemplo, o Papa falando através de códigos, de mensagens subliminares, de grupos secretos.",1
"Coronel, o senhor falou que queria a paz, que buscava a paz, mas utilizava códigos e buscava canais seguros para que todos soubessem a sua intenção de paz, e isso é contraditório. Até porque, de acordo com essas mesmas mensagens aqui, no dia 21 de dezembro de 2022, o senhor disse: ""Soube agora que não vai sair nada. Decepção, irmão, entregamos o país aos bandidos."". Fecho aspas. O senhor confirma que essa mensagem foi o senhor quem enviou o WhatsApp para o Mauro Cid?",1
Por que decepção? Porque o então Presidente não deu nenhuma ordem?,1
"Sr. Coronel, por gentileza, tenha estabilidade na sua fala. Eu quero ouvir aqui um coronel, não um depoente que muda de discurso a depender de quem pergunta e onde fala. Ou o senhor vai querer que eu lhe pergunte pelo WhatsApp e o senhor tenha mais segurança de falar comigo, de se soltar e falar a verdade? Eu lhe pergunto - o senhor acabou de escrever uma mensagem nesse papel rosa -: o que está escrito aí? Qual é a dúvida na minha pergunta?",1
"Não, eu não criei quatro alternativas. Eu lhe apresentei quatro alternativas diante da mudança de discurso a depender de quem pergunta e onde o senhor fala. E eu estou lhe perguntando: qual dessas alternativas era a sua intenção, Coronel?",1
"Mas o senhor, no dia 21 de dezembro, diante da não manifestação do Presidente para que houvesse uma ação mais ativa no sentido de golpe - porque o Presidente pediu para desobstruir as rodovias, não disse?",1
"Vai depender se o senhor não souber escrever. O senhor é um coronel, o senhor sabe escrever...",1
... sabe interpretar texto.,1
Deixe o cara responder!,0
"Eu peço um minuto a mais senhor, Sr. Presidente, porque eu estou sendo interrompido aqui.",1
Dá dois minutos pra ele aqui porque ele...,0
"É a regra do, do...",1
"Deputado Abilio... Deputado Abilio, por favor. Continue, Deputado, por favor...",0
"Presidente, eu peço que as regras...",1
... eu peço que as regras... (Intervenção fora do microfone.),1
"Eu estou sendo interrompido, Sr. Presidente.",1
"Muito obrigado, Sr. Presidente. Coronel, com toda a educação, eu lhe peço: as pessoas aqui, a base de oposição ao Governo, o próprio Deputado que me interrompeu vai à tribuna, faz manifestações afirmando que tem pessoas presas injustamente, as sardinhas. E o senhor está aqui tendo oportunidade de nos mostrar quem são os tubarões. Quem atentou contra a democracia? O seu silêncio é covarde. Sabe por que, coronel? O seu silêncio é covarde porque o senhor está permitindo que pessoas, entre aspas, ""inocentes"" estejam presas; quem estava lá, há 52 dias, cagando num banheiro químico. O senhor está aqui deixando que elas estejam presas porque o senhor está protegendo os tubarões. O senhor é coronel, não tenha medo. O senhor está numa CPMI. A democracia contra que as suas mensagens atentaram lhe garante essa oportunidade de fala, a sua proteção, a da sua família. O senhor é um homem estudado. Proteja esses inocentes que, em tese, estão sendo punidos injustamente. Esse é o seu momento de fala. O seu silêncio não pode ser covarde. O seu silêncio tem que proteger as pessoas. Por isso eu lhe peço: o que de fato aconteceu? Por qual razão, no 21 de dezembro, o senhor se demonstrou decepcionado?",1
"Ah, o senhor vai ficar calado? É um direito que o senhor tem, graças à democracia - mensagem que o seu advogado, inclusive, escreveu num papel: permaneça calado. Lá fora, quem cala consente. Aqui, na Constituição Federal de 88, na democracia, não há essa presunção de culpabilidade diante do seu silêncio, mas leve pra sua consciência, se é que existe. Quando o senhor chegar hoje em casa e for colocar a cabeça no travesseiro, lembre-se de que inocentes podem estar respondendo por algo que foram os tubarões, o alto escalão, aqueles que estavam buscando atentar contra a democracia e tentar trazer a ditadura de volta. Eu não esperava isso de um coronel do Exército Brasileiro. O senhor envergonha a farda que o senhor utiliza, o senhor envergonha o povo brasileiro. Lamentável! Eu esperava coragem de um coronel que fez um juramento de enfrentar... Sr. Presidente, mais uma vez, estou sendo interrompido aqui. (Intervenção fora do microfone.)",1
"O Deputado Abilio nem membro é desta Comissão, tem uma postura como...",1
Ele quer ganhar outro minuto de graça.       10:44   R,0
"Mas aqui eu estou como membro titular, Sr. Presidente. Mais uma vez... (Tumulto no recinto.)",1
"Por favor, por favor... Por favor, o Deputado Duarte tem mais um minuto. Deputado Abilio... (Tumulto no recinto.)",0
"Gente, por favor! Eu tenho que gritar, é? Eu estou na escolinha?",0
"Eu não estou fazendo nada, Presidente.",0
"Sr. Presidente, eu só queria auxiliar a equipe técnica aqui... Enquanto o senhor pedia ordem - e lhe agradeço -, passou um pouco mais de 20 segundos. Então, eu gostaria que se acrescentasse mais esse tempo à minha fala. (Intervenção fora do microfone.)",1
Você quer me perguntar...,0
Agora eu preciso fazer o questionamento. Está desesperado aqui. Ainda não consegui fazer os questionamentos...,1
"Deputado Abilio, assim eu vou acabar, de um em um minuto, dando para ele uma hora...",0
"Já dei um minuto ali, Deputado. (Intervenção fora do microfone.)",0
"Sr. Presidente, está sendo desrespeitoso aqui. Eu estou no meu direito à fala...",1
"Já acrescentei. Já foi um, vou lhe dar mais dois.",0
"Mais dois minutos. Obrigado, Sr. Presidente. Está 1min44, vai para 3min44.",1
"Sim, a gente sabe fazer a conta aqui. Fique tranquilo. (Risos.)",0
"Obrigado, Sr. Presidente. Muito obrigado. É importante, porque, para quem tem dúvida de interpretação de texto e não sabe se expressar no WhatsApp - é o que nós estamos vendo, de um coronel tentar me convencer disso... Então, vamos...",1
"Deputado Duarte... Só um minutinho, Deputado Duarte, só um minutinho. Desculpe interrompê-lo... Só confira aí, por favor, porque o Deputado Abilio acabou de posicionar o celular em sua direção, e houve um direcionamento ontem de não haver filmagem. Só conste isso por favor, tá?",1
Qualquer ordem?,1
Até mesmo uma ordem de golpe de Estado?,1
O senhor acabou de falar: qualquer ordem.,1
"Eu acho que o senhor tem que se organizar melhor, porque, tanto no WhatsApp como agora, o senhor parece tergiversar sobre o que pensa. Está muito clara para mim a intenção. Não tente me convencer do contrário, sob pena de caracterizar o crime de falso testemunho. Outro texto da sua mensagem: ""Convença o 01 a salvar este país"". O Cid responde: ""Estamos na luta"". Salvar o seu país é no intuito de paz?",1
"E, como seu Presidente foi pra Disney, não trouxe a paz?",1
"Não, não estou perguntando se ele foi pra Disney. Eu estou afirmando. Quando ele foi pra Disney, quando ele foi pra fora do país... Sr. Presidente, novamente, o senhor está vendo...",1
O tempo de V. Exa. se encerrou. Passo a palavra ao Deputado Rogério Correia.,0
"Eu vou manter a regra. Eu lhe dei três minutos e meio. Fui contando. Agora, o Deputado Rogério Correia.",0
Certo.,1
E o Presidente não deu a ordem?,1
Não deu a ordem?,1
"Então, o Presidente... Olhem o que ele está dizendo - ó os bolsonaristas aí, ó! Hoje à noite, tem lá... O julgamento do Bolsonaro começa hoje. Ele estará sendo julgado por atentado contra a democracia. O senhor sabe disso, porque o senhor lê jornal. E o senhor, aqui, afirmando que o Presidente não deu ordem para apaziguar o país. Então, fica registrado que isso é o que disse aqui o Sr. Coronel Jean Lawand Junior. O Sr. Lawand Junior não é qualquer coronel, embora coronel já seja algo que nós devemos todos, no Brasil, ter como de alto posto, mas o senhor é Coronel de Artilharia do Exército, ex-Subchefe do Estado-Maior do Exército - ex-Subchefe do Estado-Maior do Exército. E o senhor disse que o Presidente não deu ordem para apaziguar o país, que é o que o senhor queria. Então, pessoal, uma de duas coisas: ou o senhor realmente está querendo culpar o Presidente pelo que aconteceu depois... E aí veio o dia 12, veio o dia 8, veio o atentado no dia 24, em que queriam estourar um caminhão com querosene pra botar fogo em Brasília, no aeroporto - nós já ouvimos aqui o terrorista... Tudo isso aconteceu, porque o Presidente não deu ordem para apaziguar o país. O senhor ainda disse que eles continuaram na frente do Exército, porque o Presidente não deu ordem para eles saírem do Exército e apaziguar o país. Isso é a denúncia que o senhor está fazendo do Presidente Jair Bolsonaro. Isso é o que a gente vai tirar do depoimento do senhor até agora. O senhor está vendo que o peixe morre pela boca? O senhor já ouviu esse ditado? Que a mentira tem perna curta o senhor já ouviu? O senhor vai continuar mentindo e culpar o Presidente Bolsonaro? O senhor está mentindo! E eu vou provar que o senhor está mentindo. O senhor é um mentiroso, Coronel! O senhor não está tergiversando, não; o senhor está mentindo!",1
Me permita dizer...,1
"Presidente, primeiro, repor meu tempo. Eu não vou responder a V. Exa. por respeito e pra não perder meu tempo, mas isso não é coisa que se faça, não. Eu pediria que o senhor colocasse pelo menos sete minutos...",1
"Pois bem. Então, eu dizia que o senhor falta com a verdade e vou provar que o senhor falta com a verdade. Olha o que o senhor disse para o Mauro Cid: ""Meu irmão, me dá um telefone. Depois eu te ligo, fora do trabalho, sem esse... Fundef tá grampeado, me dá um fixo"". O senhor insiste pra ele que pode está grampeado, mas está grampeado pra que, se o senhor vai dizer que era pra apaziguar o país? Pra que que precisa ter cuidado com isso? Não tem lógica. Se é pra apaziguar o país, pra que querer falar em outro telefone? Não é verdade o que o senhor está dizendo. Depois... Quantas vezes o senhor falou em apaziguar no texto? O senhor disse que não falou ""golpe"". ""Golpe"", a Relatora mostrou que o senhor falou pelo menos uma vez em golpe. O resto é tudo conteúdo do golpe. Bem porque o senhor sabe que, no telefone do Mauro Cid, depois, tinha uma garantia de lei e de ordem, um anteprojeto de garantia de lei e de ordem? O senhor acha que isso era o quê? Que ali estava se falando em apaziguar? Sinceramente, Presidente, ele não fala a verdade. Eu tenho que dizer isso. Eu não estou ofendendo, eu estou afirmando que ele não fala a verdade, porque se ele fala mentira...  Não sou eu que falo isso não. Olha aqui: ""[...] [Polícia Federal] diz que mensagem em celulares de aliados de Bolsonaro evidenciam um plano de golpe e prisão de Moraes"". Isso no dele, mais no Major Ailton e no Coronel Elcio. Todos três falaram de golpe de Estado lá, insinuaram o golpe de Estado. Por isso ele não está aqui dizendo a verdade. Se ele estivesse a verdade, ele estaria dizendo que o Presidente não deu ordem pra apaziguar o país, que é a tese dele; que o Presidente Bolsonaro, ao fim e ao cabo, não deu ordem pra apaziguar o país. Mas a ordem que o Presidente não deu foi a ordem para fazer o golpe. Essa ordem ele não deu aqui, embora ele tenha dito que não o fez não porque fosse um democrata, mas porque ele não confiava no Comando das Forças Armadas, segundo o Mauro Cid disse. Então, o Presidente não deu a ordem para dar o golpe, porque ele que ele não confiava naqueles que eram os chefes nas Forças Armadas; por isso ele não deu a ordem pro golpe. Mas que o senhor diz: ""Fale com ele pra manter o rumo, pra ele não se acovardar"". Não é palavra que o senhor fala, não é ""acovardar"", mas o senhor diz: ""Vai. Pede pra ele ir em frente, não mudar"". ""Não mudar"" não podia ser pra apaziguar; só podia ser pro golpe. Por isso que eu falo que o senhor mente, e mente escandalosamente; óleo de peroba seria pouco pras mentiras que ele está falando aqui na Comissão.",1
"Aí, Presidente, de novo!",0
"E eu não dou aparte pra esse sujeito aí não. Outra coisa. O senhor ainda tem coisas estranhas a explicar. A garantia da lei e da ordem que estava lá no telefone do Cid, do Mauro Cid, tratava dos mesmos assuntos que os outros estavam tratando. Então, eu pergunto ao senhor: o senhor disse que do Comando pra baixo todo o Exército Brasileiro, as Forças Armadas estavam com o Presidente. Estavam com o Presidente pra fazer o quê?",1
E o Presidente não o fez.,1
Está bom.,1
"Se o senhor vai continuar afirmando que o Presidente não quis apaziguar o país, conste aí uma denúncia que o senhor está fazendo ao Presidente de que ele não quis apaziguar o país. Mas o senhor disse: ""Cidão, pelo amor de Deus, cara. Ele dê a ordem, que o povo está com ele, cara. Se os caras não cumprirem, o problema é deles. Acaba o Exército Brasileiro se esses caras não cumprirem a ordem do comandante supremo. Como é que eu vou aceitar uma ordem de um general, que não recebeu, que não aceitou a ordem do comandante. Pelo amor de Deus, Cidão. Pelo amor de Deus, faz alguma coisa [...]. Convence ele a fazer. Ele não pode recuar agora. Ele não tem nada a perder. Ele vai ser preso. O Presidente vai ser preso. E pior, na Papuda [...]. Na Papuda, porque até isso aquele filho da puta quer tirar dos caras"". O senhor escreveu isso. Isso aqui ele escreveu, Presidente, está aqui, ó: ""Na Papuda, porque até isso aquele filho da puta quer tirar dos caras"". Quem é o filho da puta que o senhor escreveu? (Intervenções fora do microfone.)",1
Ele não precisa reproduzir...,0
Quem é o filho da puta a que o senhor se referiu?,1
"Peço mais um minuto, Presidente. (Intervenção fora do microfone.)",1
Está bom.,1
"Sabe o que eles vão entender aqui? O que eu entendi. Que o senhor está falando isso do Alexandre de Moraes. O senhor vê como é que a enrascada em que o senhor está. O senhor está se referindo aqui ao Alexandre de Moraes, Ministro do Supremo. Aliás, o senhor não é o primeiro a chamar o Ministro desses nomes, não é? Eu li ontem uma frase do próprio Jair Bolsonaro em que ele se referiu ao Ministro Barroso nos mesmos termos. Então, parece que um ensina o outro. O senhor aprende com o seu mito, o Presidente Jair Bolsonaro. E aqui, então, o senhor fala exatamente do Alexandre de Moraes. O seu caso ainda vai acabar no Supremo, porque, junto com o Alexandre de Moraes, vai estar o caso do senhor, porque o senhor incentivava golpes. Aqui está claro. Mas o senhor continua: ""Então ferrou"", quando o Mauro Cid diz: ""Mas o Pr não pode dar uma ordem"". Segundo o senhor, uma ordem para apaziguar o país. Aí o senhor fala: ""Então ferrou"". Uai, se o Presidente não vai dar uma ordem, então ferrou, porque o país vai entrar em guerra? - o senhor estava achando. ""Vai ter que ser pelo povo mesmo"". Então, o povo tinha que continuar, para poder apaziguar o país nas ruas, mas o senhor sabe que aquele povo não veio apaziguar, não? Ontem veio um coronel aqui que estava com as pernas todas machucadas, porque esse povo que estava no Exército jogou rojão nele. O senhor sabia? O senhor sabia, leu pelos jornais que esse povo estava lá era para fazer quebradeira aqui? O senhor soube das quebradeiras, não soube? Então, veja bem: esse povo não estava nas ruas - para você ver como é que o senhor mente - para apaziguar nada. Esse povo está sendo preso agora. Ontem foi mais um condenado, aquele que quebrou o relógio e que estava com a camisa do Bolsonaro, passou na televisão toda, ele estava com a camisa do Bolsonaro quebrando o relógio de D. João VI. E tinha um outro também que estava com a toga do ministro - com a toga do ministro! -, andando para lá e para cá, e que também entrou agora, vai ser também julgado, é réu. Com certeza não eram infiltrados, estavam com a camisa do Bolsonaro. Eles vieram para fazer isso aqui, Sr. Jean Lawand Junior. (Soa a campainha.)",1
Sr. Jean...,1
"Seria muito importante o senhor ler, para a gente, qual foi a decisão da Ministra.",1
Mas ele pode ficar calado. Ele pode não produzir prova.,1
"Mas, como testemunha, ele não pode mentir.",1
"Ele pode se omitir, mas não mentir.",1
"Veja, pela regra, ele pode se omitir - omitir -, ficar calado. Mas não pode mentir, ele não tem o direito de mentir para não produzir provas contra si. Ele não tem essa prerrogativa, porque ele está aqui na condição de testemunha. É só uma questão de ordem, para ficar claro para todos.",1
Deputada.,1
"Então quem era o bandido? ""Entregamos o país aos bandidos"".",1
"O senhor já respondeu. O senhor já respondeu. O Sr. Mauro Cid tinha, na sua ação e no seu celular - nós todos aqui sabemos -, um preâmbulo de um ato institucional. Ele, baseado na tese do Sr. Ives Grandra - que não era o Francisco Campos, do Ato Institucional nº 1 -, tentou fazer um mix entre os Atos Institucionais nº 1 e o nº 2, porque ia de um golpe de Estado tentando destituir o Presidente eleito até a intervenção no Judiciário, inclusive com a retirada dos Ministros do TSE, com um passo a passo de destituição, ou seja, era um estado de sítio, uma GLO, intervenção no Judiciário. Presidente, era um mix do Ato Institucional nº 1 com o Ato Institucional nº 2. E isso aqui estava num passo a passo claro de um golpe de Estado. Isso só não aconteceu porque, segundo o próprio Mauro Cid, Bolsonaro não tinha apoio no Alto-Comando do Exército, mas também não tinha apoio internacional. A própria matéria do Financial Times mostra que o Exército americano disse que romperia os acordos de cooperação com o Exército brasileiro. Então, houve uma não sustentação do golpe do Sr. Jair Bolsonaro. E o senhor numa mensagem diz assim: ""Diga pra ele não recuar agora"". Não recuar significa que avançou. Qual era a ação direta do Sr. Jair Bolsonaro até aquele momento? O senhor sabe dizer?       11:08   R",1
"Se o senhor diz: ""Diga para não recuar agora"". Não recuar significa que alguém avançou. Avançou até onde?",1
"O senhor não sabe dizer nem a mensagem que o senhor enviou, o significado dela.",1
"Ah, para apaziguar. O senhor encontrou com o General Édson Skora Rosty, General de Divisão, Subcomandante de Operações Terrestres do Exército Brasileiro. O senhor disse que teve uma longa conversa com ele. Qual foi a conversa que o senhor teve com ele? E disse que foi boa.",1
"Não, o senhor disse que o General Édson Skora Rosty aguardava uma ordem do ex-Presidente, candidato derrotado nas urnas, que uma ação deliberada do Exército seria vista como golpe. Mas o senhor disse que teve uma longa conversa com ele, que a conversa foi boa.",1
O senhor não sabe o conteúdo dessa conversa?,1
"E quando o senhor afirma que ""dá divisão para baixo, o pessoal está com o Bolsonaro"". Qual é a informação que o senhor tem sobre isso?",1
"Ah, uma suposição.",1
"Tenente-Coronel Cid - o tenente, muito obrigado... O Tenente-Coronel Cid convencesse o Presidente a dar a voz de comando ao Exército Brasileiro e ainda diz: ""Se ele der, e o Comando do Exército Brasileiro não der o golpe; das divisões para baixo, todos vão fazer. E se ele não fizer, já está feito, vai acontecer"". Então nós estamos diante de um Coronel do Exército que, está mais do que claro, participou. E mais: essas três manifestações de V. Sa. aqui comprovam cabalmente a organização de um golpe. Isso... Não precisa o senhor dizer que não, porque tinha, em todos os quartéis generais, pessoas amotinadas. Havia uma estrutura sendo financiada. Se quisesse apaziguar, era mandar aquelas pessoas irem embora, mas não essas pessoas. Inclusive no dia 8 de janeiro, o Villas Bôas, o General Villas Bôas se opôs a esvaziar aqui, a frente do quartel general, em Brasília. Se opôs. A filha do General Villas Bôas estava envolvida. A esposa do General Villas Bôas estava envolvida. Então não era algo que partia de um membro do Exército Brasileiro; não foi um, e o senhor era mais um. O senhor era o mais ativo, o senhor era o que mais queria, era o mais desesperado para convencer o Presidente da República a dar o golpe. O senhor devia botar a mão na cabeça porque o senhor viu o que é um país em guerrilha. O senhor queria que este país fosse submetido a uma guerrilha, porque antes disso o Exército Brasileiro não se posicionou. O senhor era Subcomandante do Estado-Maior e não se posicionou quando o Presidente tirou do Exército o controle de armas. Quando se tira do Exército o controle de armas, está-se colocando à disposição da sociedade, armando a sociedade para, num golpe, ter quem sustente de forma armada. E o senhor vem aqui construindo narrativas sobre algo que está escrito. Veja, aqui não tem ninguém que não consiga saber discernir. Todo mundo aqui tem discernimento. A sociedade tem discernimento.       11:20   R   Olhe, isto são óculos, não adianta dizer que isso é outra coisa. Isto é uma caneta. Isto é uma caneta. Isto é um celular. Não adianta o senhor querer ""desfactualizar"" a realidade como se ela não tivesse existido! Isso é desrespeitar a sociedade brasileira, o povo brasileiro, é achar que pode chegar aqui e construir uma narrativa doce, meiga, de alguém que não participou ativamente. O senhor vociferou, o senhor pediu por Deus para que o Tenente-Coronel Cid o atendesse. O senhor pediu por Jesus para que o Tenente-Coronel Cid convencesse o Presidente da República a dar a ordem do golpe. Ele não deu ordem do golpe, mas ele tramou o golpe junto com o senhor! Junto com o Cid, junto com o Villas Bôas, junto com o Heleno, junto com vários, vários que envergonham essa instituição chamada Exército Brasileiro, Forças Armadas do Brasil. Vocês envergonham as Forças Armadas brasileiras. Vocês são o lixo, o lixo das Forças Armadas brasileiras, porque deveriam estar subordinados ao interesse da democracia e do Estado democrático de direito! Vocês urdiram um golpe. E quando o Presidente não deu a ordem, vocês orquestraram... (Soa a campainha.)",1
"Concluindo. Veja o que fez o general dos Estados Unidos quando o Trump tentou dar o golpe. Sabe o que ele respondeu? ""Nós não vamos ser contra e não vamos agir contra o nosso povo. Nós estamos aqui para defender o nosso povo, os americanos."" Vocês se colocaram contra os brasileiros. É por isso que V. Sa. merece estar onde está, na berlinda...",1
"Esperei o tempo todo seu, mas já acabou e estava dando sono.",0
É problema seu!,1
"... parcela pequena, mas existente. E nós queremos apurar pra mandar uma parte pra cadeia e outra parte pra casa, no mínimo, com a aposentadoria ou a reforma. Mauro Cid tem que vir, até porque, no WhatsApp dele, que se encontra em poder já da Polícia Federal, corrobora a tese de tentativa de golpe, e não a tese de V. Exa., de preocupação com as vítimas e com pacificar o país. De lá, que foi de onde o senhor surgiu aqui nesta CPMI, consta o texto já da GLO a ser decretada. Infelizmente, o senhor perde uma gigantesca oportunidade de se defender, de trazer para esta Comissão, com histórias críveis - crível é aquilo que dá para crer... A história que o senhor traz é incrível, fantasiosa, a meu ver, inclusive, mentirosa. Por isso eu queria ouvi-lo como investigado e não como testemunha.",1
"Obrigado, Sr. Presidente. Bom dia, Coronel Lawand. Peço sua devida atenção. Em primeiro lugar, não podemos caracterizar essas conversas apenas como opiniões pessoais, espontaneidade de WhatsApp ou emoções momentâneas, que, como a Jandira disse, demoraram mais de um mês. Vamos lá. Um Coronel Subchefe do Estado-Maior, representante do Exército, portanto, há um nível de institucionalidade nesse diálogo. E com quem o Coronel está conversando? Com Mauro Cid, ex-ajudante de ordens do Presidente da República Jair Bolsonaro. Então, essas conversas podem ser qualquer coisa menos comoção pessoal, situacional, espontaneidade de WhatsApp. Há institucionalidade. Um Coronel conversando com alguém diretamente ligado ao Presidente da República Jair Bolsonaro. Esse é o primeiro ponto. Segundo ponto. No início da sua primeira explanação, o senhor disse o seguinte: existiam pessoas que acreditavam que o resultado das eleições era legítimo e outras que não acreditavam. É uma pergunta rápida: o senhor era de qual grupo? Que considerava o resultado eleitoral legítimo ou ilegítimo? É objetiva a pergunta. Sua opinião: sim ou não?",1
O resultado eleitoral foi legítimo?,1
